split  input_noise  n_agents            protocol  tasks  solve_rate  mean_rounds  median_rounds  mean_ratio_to_lower_bound  mean_duplicate_fraction  mean_map_cosine  mean_top1_accuracy
   id         0.35         1          static_map      5         1.0         78.6           78.0                   3.275000                 0.686421         0.615541            0.620833
   id         0.35         2     oracle_previous      5         1.0         12.0           12.0                   1.000000                 0.000000         1.000000            1.000000
   id         0.35         2     pooled_goal_map      5         1.0         46.2           44.0                   3.850000                 0.730369         0.603547            0.600000
   id         0.35         2        raw_previous      5         1.0         43.0           38.0                   3.583333                 0.703154              NaN                 NaN
   id         0.35         2 relational_task_map      5         1.0         43.4           42.0                   3.616667                 0.710309         0.237455            0.189583
   id         0.35         2          static_map      5         1.0         39.6           39.0                   3.300000                 0.689233         0.615541            0.620833
   id         0.35         4     oracle_previous      5         1.0          6.0            6.0                   1.000000                 0.000000         1.000000            1.000000
   id         0.35         4     pooled_goal_map      5         1.0         23.4           22.0                   3.900000                 0.733279         0.603547            0.600000
   id         0.35         4        raw_previous      5         1.0         21.8           19.0                   3.633333                 0.706809              NaN                 NaN
   id         0.35         4 relational_task_map      5         1.0         22.0           21.0                   3.666667                 0.713540         0.237455            0.189583
   id         0.35         4          static_map      5         1.0         20.2           20.0                   3.366667                 0.696159         0.615541            0.620833
   id         0.35         8     oracle_previous      5         1.0          3.0            3.0                   1.000000                 0.000000         1.000000            1.000000
   id         0.35         8     pooled_goal_map      5         1.0         12.0           11.0                   4.000000                 0.741385         0.603547            0.600000
   id         0.35         8        raw_previous      5         1.0         11.2           10.0                   3.733333                 0.715476              NaN                 NaN
   id         0.35         8 relational_task_map      5         1.0         11.4           11.0                   3.800000                 0.725909         0.237455            0.189583
   id         0.35         8          static_map      5         1.0         10.2           10.0                   3.400000                 0.698333         0.615541            0.620833
   id         0.35        16     oracle_previous      5         1.0          2.0            2.0                   1.000000                 0.000000         1.000000            1.000000
   id         0.35        16     pooled_goal_map      5         1.0          6.6            6.0                   3.300000                 0.744242         0.603547            0.600000
   id         0.35        16        raw_previous      5         1.0          6.4            6.0                   3.200000                 0.732121              NaN                 NaN
   id         0.35        16 relational_task_map      5         1.0          6.4            6.0                   3.200000                 0.738089         0.237455            0.189583
   id         0.35        16          static_map      5         1.0          6.0            6.0                   3.000000                 0.719814         0.615541            0.620833
  ood         0.00         1     oracle_previous      5         1.0         24.0           24.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.00         1     pooled_goal_map      5         1.0         93.8           97.0                   3.908333                 0.741130         0.099114            0.085417
  ood         0.00         1        raw_previous      5         1.0         24.0           24.0                   1.000000                 0.000000              NaN                 NaN
  ood         0.00         1 relational_task_map      5         1.0         24.0           24.0                   1.000000                 0.000000         0.982828            1.000000
  ood         0.00         1          static_map      5         1.0         98.6           98.0                   4.108333                 0.756086         0.075189            0.056250
  ood         0.00         2     oracle_previous      5         1.0         12.0           12.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.00         2     pooled_goal_map      5         1.0         47.2           49.0                   3.933333                 0.742866         0.099114            0.085417
  ood         0.00         2        raw_previous      5         1.0         12.0           12.0                   1.000000                 0.000000              NaN                 NaN
  ood         0.00         2 relational_task_map      5         1.0         12.0           12.0                   1.000000                 0.000000         0.982828            1.000000
  ood         0.00         2          static_map      5         1.0         49.6           49.0                   4.133333                 0.756986         0.075189            0.056250
  ood         0.00         4     oracle_previous      5         1.0          6.0            6.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.00         4     pooled_goal_map      5         1.0         24.0           25.0                   4.000000                 0.747382         0.099114            0.085417
