split  input_noise  n_agents            protocol  tasks  solve_rate  mean_rounds  median_rounds  mean_ratio_to_lower_bound  mean_duplicate_fraction  mean_map_cosine  mean_top1_accuracy
  ood         0.35         2          static_map     12    1.000000    87.916667           90.5                   7.326389                 0.862072         0.066112            0.049190
  ood         0.35         4     oracle_previous     12    1.000000     6.000000            6.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.35         4     pooled_goal_map     12    1.000000    41.833333           42.5                   6.972222                 0.854824         0.070743            0.056713
  ood         0.35         4        raw_previous     12    1.000000    11.833333           12.0                   1.972222                 0.485312              NaN                 NaN
  ood         0.35         4 relational_pair_map     12    1.000000    42.083333           43.5                   7.013889                 0.852566         0.512922            0.493056
  ood         0.35         4 relational_task_map     12    1.000000    40.500000           40.5                   6.750000                 0.847205         0.552012            0.537616
  ood         0.35         4          static_map     12    1.000000    44.166667           45.5                   7.361111                 0.862734         0.066112            0.049190
  ood         0.35         8     oracle_previous     12    1.000000     3.000000            3.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.35         8     pooled_goal_map     12    1.000000    21.166667           21.5                   7.055556                 0.856356         0.070743            0.056713
  ood         0.35         8        raw_previous     12    1.000000     6.083333            6.0                   2.027778                 0.501190              NaN                 NaN
  ood         0.35         8 relational_pair_map     12    1.000000    21.250000           22.0                   7.083333                 0.854112         0.512922            0.493056
  ood         0.35         8 relational_task_map     12    1.000000    20.500000           20.5                   6.833333                 0.848962         0.552012            0.537616
  ood         0.35         8          static_map     12    1.000000    22.333333           23.0                   7.444444                 0.864333         0.066112            0.049190
  ood         0.35        16     oracle_previous     12    1.000000     2.000000            2.0                   1.000000                 0.000000         1.000000            1.000000
  ood         0.35        16     pooled_goal_map     12    1.000000    11.333333           11.5                   5.666667                 0.859402         0.070743            0.056713
  ood         0.35        16        raw_previous     12    1.000000     3.250000            3.0                   1.625000                 0.531250              NaN                 NaN
  ood         0.35        16 relational_pair_map     12    1.000000    11.500000           12.0                   5.750000                 0.859574         0.512922            0.493056
  ood         0.35        16 relational_task_map     12    1.000000    11.083333           11.0                   5.541667                 0.854346         0.552012            0.537616
  ood         0.35        16          static_map     12    1.000000    12.000000           12.5                   6.000000                 0.868136         0.066112            0.049190
0:26.86 907988KB
